id,gender,age,educstat,educstatgroup,birthreg,growup,birthpatreg,educstatpat,edustatpatgroup,educstatmat,educstatmatgroup,workstat,retireddummy,hhsize,hhsizegroup,lifestyle,voteintparty2,voteintparty,turnout,voteintakp,voteintchp,voteintmhp,voteintbdp,voteintRL,voteint4major,voteint4major2,affiliat,affliatngo,affiliatparty,affiliatchamb,minrights,warenem,usearm,politban,instbest,tradlifeforce,freedomseparat,patrcitizen,lifestylecompare,interethmarriage,minschool,turkeyleader,badhabits,privresp,alcoholsalat,obstructtransport,leaderjeernew,leaderjeer,preg,intermarry,polapol,libcons,leftright,authanti,secularanti,outin,pacmil,egalelit,nationalist,globloc,europas,headcover,ethnicity,ethnicdummy,religion,religdummy,religiosity,hhincome,loghhincome,region,resarea,resarearural,incomebrac,gini2011pers,gini2012pers,gini2013pers,gini2014pers,gini2011hh,gini2012hh,gini2013hh,gini2014hh,sedi,factor1,factor2,factor3,factor4,socialorder,useofforce,p1,p2,p3,p4,p5
965,Female,41,,,Southeastern Anatolia,Others,Aegean,Illiterate,Under high school,Illiterate,Under high school,Worker,Working,4,3-5 persons,Traditional conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Absolutely Wrong,Right,Right,Neither right nor wrong,Wrong,Right,Right,Absolutely right,Neither right nor wrong,Absolutely Wrong,Wrong,Right,Wrong,Neither right nor wrong,Absolutely Wrong,Right,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Neither right nor wrong,Political - Describes me very well,Liberal - Describes me well,Right-winger - Describes me well,Authoritarian - Describes me very well,Secular - Describes me very well,Outward looking - Describes me very well,Pacifist - Describes me very well,Elitist - Describes me well,Nationalist - Describes me well,Local - Describes me well,European - Describes me very well,No head cover,Turkish,Non-Kurdish,Sunni Muslim,Others,Believer,900,6.8023949,Aegean,Urban,Others,Lower class,.39700001,.382,.37,.35800001,.40000001,.391,.382,.373,3.7437999,.27315113,-.65121615,-.58930051,.26238599,39.531746,59.766655,,,,,
966,Female,30,Primary school graduate,Under high school,Northeastern Anatolia,Rural,Northeastern Anatolia,Secondary school graduate,Under high school,Primary school graduate,Under high school,Housewife,Working,4,3-5 persons,Religious conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Neither right nor wrong,Wrong,Neither right nor wrong,Absolutely right,Right,Right,Right,Wrong,Wrong,Wrong,Right,Right,Political - Describes me well,Conservative - Describes me well,Right-winger - Describes me well,Authoritarian - Describes me well,Secular - Describes me well,Outward looking - Describes me well,Pacifist - Describes me very well,Egalitarian - Describes me well,Nationalist - Describes me well,Universal - Describes me well,European - Describes me well,Head scarf,Kurdish,Kurdish,Sunni Muslim,Others,Religious,3000,8.0063677,Western Marmara,Urban,Others,Lower middle,.36500001,.35600001,.33700001,.333,.37799999,.38,.359,.37,2.8722999,.10496965,.7696799,.28130847,.23879567,55.585442,59.383911,.69098818,.024441112,.0041421675,.16749741,.11293112
967,Male,28,High school graduate,High school,Southeastern Anatolia,Rural,Southeastern Anatolia,Primary school graduate,Under high school,Literate w/out degree,Under high school,"Works, other",Working,5,3-5 persons,Modern,HDP,BDP,Voter,No,No,No,Yes,Center-Left,BDP,BDP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Wrong,Right,Right,Neither right nor wrong,Neither right nor wrong,Right,Wrong,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Neither Right Nor Wrong,Neither right nor wrong,Absolutely right,Right,Political - Describes me very well,Conservative - Describes me very well,Left-winger - Describes me very well,Authoritarian - Describes me very well,Secular - Describes me well,Outward looking - Describes me well,Pacifist - Describes me well,Egalitarian - Describes me very well,Anti-nationalist - Describes me very well,Local - Describes me very well,Asian - Describes me very well,Head scarf,Kurdish,Kurdish,Sunni Muslim,Others,Religious,1800,7.495542,Southeastern Anatolia,Metropolitan,Others,Lower middle,.396,.375,.38,.37900001,.37799999,.34799999,.36199999,.361,.1532,.37077057,-.23100013,.2403776,.24888939,54.830692,59.54768,.64330912,.027674185,.0086922748,.23344417,.086880267
968,Female,34,Literate w/out degree,Under high school,Southeastern Anatolia,Others,Southeastern Anatolia,Primary school graduate,Under high school,Illiterate,Under high school,Housewife,Working,4,3-5 persons,Traditional conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Neither right nor wrong,Absolutely right,Right,Absolutely right,Right,Wrong,Wrong,Absolutely right,Wrong,Absolutely Wrong,Wrong,Absolutely right,Right,Absolutely right,Right,Wrong,Absolutely Wrong,Absolutely Wrong,Right,Absolutely right,Political - Describes me well,Liberal - Describes me well,Right-winger - Describes me very well,Authoritarian - Describes me well,No opinion,Outward looking - Describes me well,Pacifist - Describes me very well,Egalitarian - Describes me very well,Anti-nationalist - Describes me well,Universal - Describes me very well,European - Describes me well,Head scarf,Turkish,Non-Kurdish,Alevi Muslim,Alawite,Religious,600,6.3969297,Southeastern Anatolia,Urban,Others,Lower class,.396,.375,.38,.37900001,.37799999,.34799999,.36199999,.361,.1532,.54950416,.51303285,.38663897,.61630803,57.527699,65.508934,.19633223,.59012008,.054255817,.0048776777,.15441418
969,Male,31,,,Eastern Black Sea,Rural,Eastern Black Sea,Secondary school graduate,Under high school,Primary school graduate,Under high school,Private sector,Working,3,3-5 persons,Traditional conservative,Undecided,Undecided,Voter,No,No,No,No,Undecided,,Undecided,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Neither right nor wrong,Neither right nor wrong,Absolutely right,Absolutely Wrong,Wrong,Neither right nor wrong,Wrong,Absolutely Wrong,Wrong,Wrong,Absolutely right,Neither right nor wrong,Absolutely Wrong,Wrong,Neither right nor wrong,Neither Right Nor Wrong,Neither right nor wrong,Right,Right,Political - Describes me well,No opinion,No opinion,Anti-authoritarian - Describes me very well,Anti-secular - Describes me very well,Outward looking - Describes me well,Pacifist - Describes me very well,Egalitarian - Describes me very well,Nationalist - Describes me very well,Local - Describes me very well,No opinion,Bachelor man,Turkish,Non-Kurdish,Sunni Muslim,Others,Believer,1200,7.0900769,Western Black Sea,Urban,Others,Lower middle,.33500001,.338,.331,.34,.333,.33700001,.329,.33899999,1.7174,.21625635,-.23568234,-1.1246367,.42636639,29.660345,62.427189,,,,,
970,Male,26,High school graduate,High school,Southeastern Anatolia,Others,Mediterranean,Primary school graduate,Under high school,Primary school graduate,Under high school,Worker,Working,7,6-8 persons,Modern,CHP,CHP,Voter,No,Yes,No,No,Center-Left,CHP,CHP,Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Wrong,Right,Wrong,Right,Absolutely Wrong,Right,Neither right nor wrong,Right,,,,Right,,Right,Neither right nor wrong,Right,Right,Right,Right,Neither right nor wrong,Political - Describes me well,No opinion,Left-winger - Describes me very well,Authoritarian - Describes me well,Secular - Describes me very well,Self-enclosed - Describes me well,Pacifist - Describes me very well,Egalitarian - Describes me very well,Nationalist - Describes me well,Local - Describes me well,Asian - Describes me well,No head cover,Turkish,Non-Kurdish,Sunni Muslim,Others,Believer,,,Southeastern Anatolia,Metropolitan,Others,,.396,.375,.38,.37900001,.37799999,.34799999,.36199999,.361,.1532,,,,,50.398224,55.509525,,,,,
971,Male,52,University graduate,University,Eastern Marmara,Others,Northeastern Anatolia,High school graduate,High school,,,Private sector,Working,2,1-2 persons,Modern,CHP,CHP,Voter,No,Yes,No,No,Center-Left,CHP,CHP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Wrong,Wrong,Right,Wrong,Absolutely Wrong,Absolutely Wrong,Wrong,Right,Absolutely Wrong,Absolutely Wrong,Right,Absolutely right,Wrong,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Absolutely Right,Absolutely right,Right,Absolutely right,Political - Describes me well,No opinion,Left-winger - Describes me very well,No opinion,Secular - Describes me very well,Outward looking - Describes me very well,Pacifist - Describes me very well,Egalitarian - Describes me very well,Nationalist - Describes me very well,Universal - Describes me very well,European - Describes me very well,No head cover,Kurdish,Kurdish,Sunni Muslim,Others,Religious,5000,8.5171928,Western Black Sea,Urban,Others,Upper class,.33500001,.338,.331,.34,.333,.33700001,.329,.33899999,1.7174,-1.2990717,-1.1226541,-1.6693588,-1.1137823,19.615881,37.438755,.10338391,.35427141,.004631334,.33420521,.20350812
972,Female,25,High school graduate,High school,Aegean,Rural,Aegean,Primary school graduate,Under high school,Primary school graduate,Under high school,Housewife,Working,3,3-5 persons,Traditional conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Neither right nor wrong,Wrong,Right,Wrong,Wrong,Neither right nor wrong,Right,Right,Neither right nor wrong,Neither right nor wrong,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Political - Describes me well,Conservative - Describes me well,Right-winger - Describes me very well,Authoritarian - Describes me well,Secular - Describes me well,Outward looking - Describes me well,Pacifist - Describes me well,Egalitarian - Describes me well,Anti-nationalist - Describes me well,Local - Describes me well,European - Describes me well,No head cover,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,3000,8.0063677,Western Marmara,Urban,Others,Upper class,.36500001,.35600001,.33700001,.333,.37799999,.38,.359,.37,2.8722999,-.4339166,.57784057,.56994176,-.4725042,60.90773,47.843288,.554106,.13229756,.0889007,.0049056453,.21979012
973,Female,19,High school graduate,High school,Aegean,Others,Aegean,Primary school graduate,Under high school,Primary school graduate,Under high school,Student,Working,4,3-5 persons,Religious conservative,Undecided,Undecided,Voter,No,No,No,No,Undecided,,Undecided,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Wrong,Absolutely right,Absolutely right,Neither right nor wrong,Neither right nor wrong,Right,Absolutely right,Right,Absolutely Wrong,Absolutely right,Absolutely right,Right,Absolutely right,Neither right nor wrong,Neither right nor wrong,Wrong,Wrong,Absolutely Wrong,Absolutely right,Apolitical - Describes me very well,Conservative - Describes me well,No opinion,Authoritarian - Describes me well,Secular - Describes me very well,Self-enclosed - Describes me well,Pacifist - Describes me very well,Egalitarian - Describes me very well,Nationalist - Describes me very well,Local - Describes me well,No opinion,Hijab,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,950,6.856462,Aegean,Urban,Others,Lower middle,.39700001,.382,.37,.35800001,.40000001,.391,.382,.373,3.7437999,.37881473,.74982822,.83124346,.35889208,65.726036,61.332439,.69472313,.073053293,.10842732,.0040165707,.11977966
974,Female,28,High school graduate,High school,Southeastern Anatolia,Others,Southeastern Anatolia,Primary school graduate,Under high school,Literate w/out degree,Under high school,Housewife,Working,4,3-5 persons,Modern,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Absolutely right,Right,Right,Neither right nor wrong,Right,Right,Neither right nor wrong,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Absolutely Wrong,Wrong,Wrong,Wrong,Absolutely right,Right,Political - Describes me very well,Liberal - Describes me very well,Right-winger - Describes me very well,Authoritarian - Describes me very well,Secular - Describes me well,Outward looking - Describes me well,Pacifist - Describes me very well,Egalitarian - Describes me well,No opinion,Local - Describes me very well,Asian - Describes me very well,No head cover,Zaza,Non-Kurdish,Sunni Muslim,Others,Believer,1900,7.5496092,Southeastern Anatolia,Metropolitan,Others,Lower middle,.396,.375,.38,.37900001,.37799999,.34799999,.36199999,.361,.1532,.9951548,-1.1148102,-.14460663,.79500753,47.731731,68.408279,.33354267,.30904111,.19495346,.0029810369,.1594817
975,Female,80,Illiterate,Under high school,Southeastern Anatolia,Others,Southeastern Anatolia,Illiterate,Under high school,Illiterate,Under high school,Housewife,Working,1,1-2 persons,Religious conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Wrong,Absolutely right,Right,Absolutely right,Absolutely right,Right,Right,Absolutely right,Right,Absolutely Wrong,Neither right nor wrong,Absolutely right,Right,Absolutely right,Neither right nor wrong,Neither right nor wrong,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Absolutely right,Political - Describes me well,Conservative - Describes me very well,No opinion,Authoritarian - Describes me well,No opinion,Outward looking - Describes me well,Pacifist - Describes me very well,Egalitarian - Describes me very well,No opinion,Universal - Describes me very well,European - Describes me very well,Head scarf,Kurdish,Kurdish,Sunni Muslim,Others,Religious,800,6.6846118,Southeastern Anatolia,Urban,Others,Lower middle,.396,.375,.38,.37900001,.37799999,.34799999,.36199999,.361,.1532,.90459883,.45031798,1.1603163,.75538212,71.794006,67.765366,.81083101,.016335288,.00090936205,.12139672,.050527617
976,Female,23,University graduate,University,Western Black Sea,Rural,Western Black Sea,Primary school graduate,Under high school,Primary school graduate,Under high school,Student,Working,6,6-8 persons,Traditional conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Absolutely right,Right,Right,Absolutely Wrong,Right,Neither right nor wrong,Neither right nor wrong,Wrong,Absolutely Wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,,Absolutely Wrong,Right,Wrong,Wrong,Absolutely right,Absolutely right,Political - Describes me very well,No opinion,No opinion,Anti-authoritarian - Describes me very well,Secular - Describes me very well,Outward looking - Describes me very well,Pacifist - Describes me very well,Egalitarian - Describes me very well,Nationalist - Describes me very well,Universal - Describes me very well,Asian - Describes me very well,No head cover,Turkish,Non-Kurdish,Sunni Muslim,Others,Believer,2000,7.6009026,Western Black Sea,Urban,Others,New middle,.33500001,.338,.331,.34,.333,.33700001,.329,.33899999,1.7174,1.4486638,-.49918079,-1.1367178,1.6046135,29.437576,81.543892,.1236932,.38176268,.37189996,.0011077613,.1215364
977,Female,38,Primary school graduate,Under high school,Southeastern Anatolia,Others,Southeastern Anatolia,Illiterate,Under high school,Illiterate,Under high school,Housewife,Working,5,3-5 persons,Traditional conservative,CHP,CHP,Voter,No,Yes,No,No,Center-Left,CHP,CHP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Wrong,Neither right nor wrong,Wrong,Neither right nor wrong,Right,Wrong,Neither right nor wrong,Wrong,Neither right nor wrong,Right,Wrong,Neither right nor wrong,Right,Wrong,Wrong,Wrong,Wrong,Neither right nor wrong,Right,Political - Describes me well,No opinion,No opinion,Authoritarian - Describes me well,No opinion,Outward looking - Describes me well,No opinion,Egalitarian - Describes me well,No opinion,Universal - Describes me well,No opinion,Head scarf,Kurdish,Kurdish,Sunni Muslim,Others,Believer,2000,7.6009026,Southeastern Anatolia,Metropolitan,Others,Lower middle,.396,.375,.38,.37900001,.37799999,.34799999,.36199999,.361,.1532,-.74807024,.18786767,.083033942,-.733859,51.929337,43.602886,.32787031,.062083967,.0016620354,.49105033,.11733334
978,Female,42,Primary school graduate,Under high school,Western Marmara,Rural,Western Marmara,Primary school graduate,Under high school,Primary school graduate,Under high school,Housewife,Working,6,6-8 persons,Religious conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Right,Right,Right,Wrong,Right,Right,Right,Wrong,Wrong,Right,Right,Right,Absolutely right,Absolutely right,Right,Right,Right,Wrong,Right,Apolitical - Describes me very well,Conservative - Describes me well,Right-winger - Describes me well,Authoritarian - Describes me well,Secular - Describes me well,Outward looking - Describes me very well,Pacifist - Describes me very well,Egalitarian - Describes me very well,Nationalist - Describes me very well,Universal - Describes me very well,Asian - Describes me well,No head cover,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,850,6.7452364,Western Marmara,Urban,Others,Lower class,.36500001,.35600001,.33700001,.333,.37799999,.38,.359,.37,2.8722999,.5085845,1.7736999,.74420929,.70957637,64.121155,67.022186,.79503828,.042041425,.064649329,.0040033152,.094267666
979,Male,44,Post-graduate / Doctorate,University,Eastern Marmara,Others,Eastern Marmara,Secondary school graduate,Under high school,Secondary school graduate,Under high school,Civil servant,Working,4,3-5 persons,Modern,Undecided,Undecided,Voter,No,No,No,No,Undecided,,Undecided,Affiliated,Affiliated,Not Affiliated,Not Affiliated,Absolutely Wrong,Right,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,,,,,,,,,,,,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,,Turkish,Non-Kurdish,,,,4500,8.4118328,Western Black Sea,Urban,Others,Upper class,.33500001,.338,.331,.34,.333,.33700001,.329,.33899999,1.7174,,,,,50.398224,55.509525,,,,,
980,Female,55,Primary school graduate,Under high school,Aegean,Rural,Aegean,Illiterate,Under high school,Illiterate,Under high school,Housewife,Working,2,1-2 persons,Religious conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Right,Right,Neither right nor wrong,Right,Right,Wrong,Right,Right,Wrong,Neither right nor wrong,Right,Right,Right,Wrong,Right,Wrong,Wrong,Right,Right,Apolitical - Describes me well,Conservative - Describes me well,Right-winger - Describes me well,Authoritarian - Describes me well,Anti-secular - Describes me well,Outward looking - Describes me well,Pacifist - Describes me very well,Egalitarian - Describes me very well,Nationalist - Describes me well,Local - Describes me well,Asian - Describes me well,Head scarf,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,800,6.6846118,Aegean,Urban,Others,Lower middle,.39700001,.382,.37,.35800001,.40000001,.391,.382,.373,3.7437999,.5470283,.61933076,1.0720724,.42067012,70.166817,62.334766,.82837057,.040521439,.035961483,.0044784145,.090668097
981,Female,50,Illiterate,Under high school,Southeastern Anatolia,Others,Southeastern Anatolia,Illiterate,Under high school,Illiterate,Under high school,Housewife,Working,6,6-8 persons,Religious conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Wrong,Absolutely right,Right,Absolutely right,Absolutely right,Right,Right,Absolutely right,Right,Absolutely Wrong,Neither right nor wrong,Absolutely right,Right,Absolutely right,Neither right nor wrong,Neither right nor wrong,Wrong,Wrong,Wrong,Absolutely right,Political - Describes me well,Conservative - Describes me very well,No opinion,No opinion,Anti-secular - Describes me well,Outward looking - Describes me well,Pacifist - Describes me very well,No opinion,Anti-nationalist - Describes me very well,Universal - Describes me very well,European - Describes me well,Head scarf,Kurdish,Kurdish,Sunni Muslim,Others,Religious,800,6.6846118,Southeastern Anatolia,Urban,Others,Lower class,.396,.375,.38,.37900001,.37799999,.34799999,.36199999,.361,.1532,.90459883,.45031798,1.1603163,.75538212,71.794006,67.765366,.8208673,.010207969,.0015559399,.12217751,.045191262
982,Male,28,,,Western Black Sea,Others,Western Black Sea,Primary school graduate,Under high school,Primary school graduate,Under high school,Worker,Working,4,3-5 persons,Traditional conservative,MHP,MHP,Voter,No,No,Yes,No,Center-Right,MHP,MHP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Absolutely right,Right,Right,Wrong,Wrong,Wrong,Right,Neither right nor wrong,Absolutely Wrong,Wrong,Right,Neither right nor wrong,Absolutely right,Absolutely Wrong,Wrong,Right,Right,Absolutely right,Right,Political - Describes me well,Conservative - Describes me very well,Right-winger - Describes me very well,No opinion,Anti-secular - Describes me well,Outward looking - Describes me very well,Pacifist - Describes me very well,Egalitarian - Describes me very well,Nationalist - Describes me very well,Universal - Describes me very well,European - Describes me very well,Head scarf,Other,Non-Kurdish,Sunni Muslim,Others,Religious,850,6.7452364,Western Black Sea,Urban,Others,Lower class,.33500001,.338,.331,.34,.333,.33700001,.329,.33899999,1.7174,.92838532,-1.0774903,-1.0118722,.96942019,31.739689,71.238068,,,,,
983,Male,23,High school graduate,High school,Southeastern Anatolia,Others,Southeastern Anatolia,Primary school graduate,Under high school,,,"Unemployed, seeking job",Working,6,6-8 persons,Traditional conservative,Undecided,Undecided,Voter,No,No,No,No,Undecided,,Undecided,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Wrong,Right,Neither right nor wrong,Right,Neither right nor wrong,Right,Wrong,Neither right nor wrong,Right,Wrong,Neither right nor wrong,Right,Wrong,Neither right nor wrong,Wrong,Wrong,Right,Right,Wrong,Right,Political - Describes me well,No opinion,No opinion,Anti-authoritarian - Describes me well,Secular - Describes me well,No opinion,Pacifist - Describes me well,Egalitarian - Describes me well,No opinion,Universal - Describes me well,No opinion,No head cover,Turkish,Non-Kurdish,Sunni Muslim,Others,Non-believer,1500,7.3132205,Southeastern Anatolia,Metropolitan,Others,Lower middle,.396,.375,.38,.37900001,.37799999,.34799999,.36199999,.361,.1532,.26715299,-.75608623,-.14620446,.14675379,47.702267,57.89056,.24026728,.39208519,.23889677,.0086263902,.12012436
984,Female,33,High school graduate,High school,Central ANatolia,Rural,Central ANatolia,Primary school graduate,Under high school,Primary school graduate,Under high school,Housewife,Working,3,3-5 persons,Traditional conservative,,,,,,,,,,,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Right,Neither right nor wrong,Right,Neither right nor wrong,Wrong,Right,Right,Neither right nor wrong,Right,Right,Absolutely right,Wrong,Absolutely right,Right,Right,Wrong,Wrong,Right,Wrong,No opinion,Conservative - Describes me well,Right-winger - Describes me well,Authoritarian - Describes me well,Secular - Describes me very well,Outward looking - Describes me very well,Pacifist - Describes me very well,Egalitarian - Describes me very well,Nationalist - Describes me very well,Local - Describes me well,No opinion,No head cover,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,3000,8.0063677,Western Marmara,Urban,Others,Upper class,.36500001,.35600001,.33700001,.333,.37799999,.38,.359,.37,2.8722999,.21237098,.38926974,.43105811,.16632286,58.346767,58.208061,.55237174,.13942544,.11368176,.0028784003,.19164263
985,Male,36,Primary school graduate,Under high school,Western Black Sea,Rural,Western Black Sea,Primary school graduate,Under high school,Illiterate,Under high school,Private sector,Working,3,3-5 persons,Religious conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Right,Wrong,Right,Right,Wrong,Neither right nor wrong,Absolutely right,Absolutely Wrong,Absolutely Wrong,Absolutely Wrong,Wrong,Neither right nor wrong,Absolutely right,Absolutely Wrong,Right,Neither Right Nor Wrong,Neither right nor wrong,Wrong,Absolutely Wrong,No opinion,Conservative - Describes me very well,Right-winger - Describes me very well,Authoritarian - Describes me very well,Secular - Describes me very well,Self-enclosed - Describes me very well,Militarist - Describes me very well,Elitist - Describes me very well,Nationalist - Describes me very well,Universal - Describes me well,European - Describes me well,Bachelor man,Other,Non-Kurdish,Sunni Muslim,Others,Religious,1600,7.377759,Western Black Sea,Urban,Others,Lower middle,.33500001,.338,.331,.34,.333,.33700001,.329,.33899999,1.7174,.15617177,-.41790894,-.31194922,.11205226,44.646,57.327538,.57818705,.099770367,.17241152,.0090287421,.14060231
986,Male,42,University graduate,University,Eastern Black Sea,Rural,Eastern Black Sea,Primary school graduate,Under high school,Primary school graduate,Under high school,Civil servant,Working,1,1-2 persons,Modern,CHP,CHP,Voter,No,Yes,No,No,Center-Left,CHP,CHP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Wrong,Right,Right,Absolutely Wrong,Wrong,Wrong,Right,Right,Right,Wrong,,Neither right nor wrong,Wrong,Absolutely right,Wrong,Absolutely Wrong,Right,Right,Neither right nor wrong,Absolutely right,No opinion,Liberal - Describes me very well,Right-winger - Describes me very well,Anti-authoritarian - Describes me very well,Secular - Describes me very well,Outward looking - Describes me very well,Pacifist - Describes me very well,Egalitarian - Describes me very well,Nationalist - Describes me very well,Universal - Describes me very well,European - Describes me very well,No head cover,Turkish,Non-Kurdish,Sunni Muslim,Others,Believer,3000,8.0063677,Western Black Sea,Urban,Others,Upper class,.33500001,.338,.331,.34,.333,.33700001,.329,.33899999,1.7174,-.84016663,-.78459388,-.4320676,-.86913794,42.431061,41.408028,.14658025,.54982948,.10837169,.0077189757,.1874996
987,Male,40,Primary school graduate,Under high school,Aegean,Rural,Aegean,Primary school graduate,Under high school,Primary school graduate,Under high school,Worker,Working,4,3-5 persons,Religious conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Right,Wrong,Right,Right,Wrong,Right,Right,Right,Right,Right,Right,Wrong,Right,Wrong,Right,Right,Right,Right,Right,Apolitical - Describes me well,Conservative - Describes me well,Right-winger - Describes me very well,Authoritarian - Describes me very well,Secular - Describes me very well,Outward looking - Describes me very well,Pacifist - Describes me very well,Egalitarian - Describes me very well,Nationalist - Describes me very well,Universal - Describes me very well,Asian - Describes me well,Hijab,Turkish,Non-Kurdish,Sunni Muslim,Others,Believer,2500,7.8240461,Aegean,Urban,Others,New middle,.39700001,.382,.37,.35800001,.40000001,.391,.382,.373,3.7437999,.16566235,-.42285833,.46418077,-.074412882,58.957539,54.302197,.59533298,.13302968,.13073942,.0078521306,.13304581
988,Female,40,Illiterate,Under high school,Southeastern Anatolia,Rural,Southeastern Anatolia,Illiterate,Under high school,Illiterate,Under high school,Housewife,Working,5,3-5 persons,Religious conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Neither right nor wrong,Right,Neither right nor wrong,Right,Wrong,Neither right nor wrong,Neither right nor wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Right,Absolutely right,Right,No opinion,No opinion,Right-winger - Describes me well,No opinion,Anti-secular - Describes me well,No opinion,Pacifist - Describes me very well,Egalitarian - Describes me very well,No opinion,No opinion,No opinion,Head scarf,Kurdish,Kurdish,Sunni Muslim,Others,Believer,1500,7.3132205,Southeastern Anatolia,Metropolitan,Others,New middle,.396,.375,.38,.37900001,.37799999,.34799999,.36199999,.361,.1532,.28886124,-.82992697,-1.0011752,.35494959,31.936937,61.268471,.30378383,.093441084,.005091304,.45553964,.14214413
989,Female,56,High school graduate,High school,Western Marmara,Rural,Western Marmara,Primary school graduate,Under high school,Primary school graduate,Under high school,Housewife,Working,2,1-2 persons,Traditional conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Affiliated,Not Affiliated,Affiliated,Not Affiliated,Wrong,Neither right nor wrong,Wrong,Wrong,Neither right nor wrong,Wrong,Right,Right,Absolutely right,Neither right nor wrong,Wrong,Wrong,Absolutely right,Wrong,Absolutely right,Neither right nor wrong,Wrong,Wrong,Right,Right,Political - Describes me well,No opinion,Right-winger - Describes me very well,Authoritarian - Describes me well,Secular - Describes me very well,Outward looking - Describes me very well,Pacifist - Describes me very well,Egalitarian - Describes me very well,Nationalist - Describes me very well,Local - Describes me well,Asian - Describes me well,No head cover,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,1000,6.9077554,Western Marmara,Urban,Others,New middle,.36500001,.35600001,.33700001,.333,.37799999,.38,.359,.37,2.8722999,-2.0292869,2.321336,2.3524451,-2.085269,93.776405,21.676676,.76955992,.047770612,.0051566972,.040941678,.13657109
